age,annual_income,account_age_months,avg_monthly_balance,num_deposits_per_month,avg_deposit_amount,debit_card_usage_frequency,debit_card_spending,mobile_banking_logins,online_transfer_frequency,atm_withdrawal_frequency,credit_score,num_open_loans,total_outstanding_debt,late_payment_count,loan_default_history,fraud_flag,loan_application_amount,credit_risk,gender_female,gender_male,gender_other,employment_status_Employed,employment_status_Self-Employed,employment_status_Unemployed,debt_to_income_ratio,loan_to_income_ratio,spending_ratio,balance_to_debt_ratio
64,48744.54918714677,129,1872.840999096437,11,756.8173813797733,45,557.3776958407478,20,17,4,638,5,15299.219971064347,5,0,0,17298.798047598495,1,0,0,1,0,0,1,0.3138652470110141,0.3548868198818,0.011434667160440582,0.1224061485807615
62,28696.25532540337,196,1430.21308627165,10,1103.6810493694652,40,462.3255980878414,43,2,3,402,3,10175.349862792076,1,0,0,2705.583991032636,1,0,0,1,0,0,1,0.3545880724647841,0.09428352098043666,0.01611100796411466,0.1405428376141977
53,43076.764830844746,104,739.735767992765,2,787.225252893842,22,745.5507304538637,75,7,7,385,0,18502.48849348605,4,0,0,14080.30777230415,1,0,0,1,0,1,0,0.42952363219805917,0.32686548833449225,0.01730749125152543,0.03997817861497743
28,25652.707407367056,98,675.7708779311912,10,604.6011624464076,35,450.3166226095241,52,17,5,525,1,16046.74500354848,0,0,0,8569.777203464113,1,0,1,0,0,0,1,0.6255380669464973,0.33406911275973183,0.017554350714661805,0.0421100209270377
45,23760.030419650386,165,202.2675446335097,6,1225.521164742791,40,492.0913175653326,27,15,1,800,2,5267.639649474979,2,0,0,12588.084392189914,0,0,1,0,0,1,0,0.22170172160715984,0.5298008533599824,0.020710887523037666,0.03839084812977591
21,56121.60940635027,53,10.0,7,863.5600486952484,4,536.8255901253001,65,14,7,667,4,4436.747995354979,0,1,0,3190.4934540226104,1,1,0,0,0,1,0,0.07905596511373304,0.056849642905315544,0.009565399064706033,0.002253395192892221
28,39564.36394879191,103,1225.557177760283,4,597.9604626528887,34,403.7733665158327,20,1,4,302,5,13245.63541252602,0,0,0,13557.582795916242,1,1,0,0,0,0,1,0.3347870176725152,0.34267157216185246,0.010205481049523148,0.09251837463582609
28,41255.769264647366,73,1839.225094506432,1,967.6290661264208,49,476.8112249281382,56,15,6,619,1,10908.583302428657,0,0,0,5561.559375754132,0,1,0,0,0,1,0,0.2644135231718094,0.13480682762398297,0.011557443563092745,0.16858802426459218
59,38598.01457412416,73,1627.3286360667548,2,1139.926444617378,8,467.0915543137341,54,9,3,323,3,19644.22926444817,5,0,0,12988.195337521129,1,0,0,1,1,0,0,0.5089440345881813,0.3364990526281713,0.012101439917763777,0.08283581800756684
36,99016.12377727576,157,1700.7127332706937,8,447.3144273242838,3,328.7014448482508,1,10,8,773,1,14339.20306833863,4,0,0,7800.601429668894,1,0,0,1,0,1,0,0.1448168492294533,0.07878112303421773,0.003319675950834261,0.11859753485818163
20,60932.607542704165,12,2005.4624942157684,10,729.8411303264729,6,261.7802025517807,64,18,1,824,3,9253.479262489758,7,0,0,7425.091963544943,1,0,1,0,1,0,0,0.15186416002309644,0.12185744649678946,0.004296225175794651,0.21670181944696834
44,62865.38370501873,99,2546.5807841538217,9,713.6608213440558,0,450.59515960919583,76,18,9,517,1,22088.87825914264,6,1,0,7995.961315552976,1,0,1,0,0,0,1,0.35136790642668453,0.12719180007032446,0.0071676196509594114,0.11528269890305229
62,36042.52034648191,173,1522.1129430732742,6,958.3005080242168,15,424.2961947025114,2,9,8,795,5,9427.622783491084,4,0,0,11366.38698277242,1,1,0,0,0,0,1,0.26156946553298704,0.3153604929262913,0.011772101135650095,0.16143534193969417
59,59085.51239428395,185,1775.7932739005896,0,1021.2029130009504,24,764.6221581225874,58,16,3,889,1,3968.620079610635,3,0,0,7995.120340914099,0,0,1,0,0,1,0,0.0671673971976008,0.13531439462793865,0.012940941478516457,0.44734590169514926
61,45901.021944594446,201,1781.1189084538346,2,606.98413105218,5,259.4541793405312,62,0,5,401,2,10765.303081026068,3,0,0,10712.171121277192,1,0,1,0,1,0,0,0.23453297170639245,0.23337543844247055,0.00565247064986286,0.16543458743909775
44,35897.90466379289,136,1617.8475239838442,8,277.5370884328912,37,360.5117339172657,4,6,4,329,5,7165.624225678556,5,0,0,8032.129661966668,1,0,1,0,0,1,0,0.1996112110940531,0.22374926161269748,0.010042695730953977,0.22574750301361893
58,84723.64522193425,8,1515.387143601119,6,1161.1295641097902,13,546.13097283823,65,15,2,766,2,17923.863350258856,6,0,0,2541.109072694393,1,0,1,0,0,0,1,0.21155680097695462,0.02999291480008843,0.0064460278049608905,0.0845410709130586
54,60310.24451977325,79,1580.2508170907422,11,408.0191552979755,36,599.5492623416059,17,10,6,502,5,5224.20979946745,5,0,0,9454.95264275132,1,0,1,0,0,1,0,0.08662226195675007,0.15677191691125425,0.009941084920407482,0.30242820436641615
22,59402.095348499344,178,2749.2170443572622,1,894.914471765357,10,465.2286911650325,8,17,3,452,5,17094.336287298123,3,0,0,9877.267404572667,1,1,0,0,0,1,0,0.28777328791197215,0.16627809754226444,0.007831856577375522,0.16081678641208932
69,32508.794826109,79,2645.96519009144,5,753.8066854442612,0,704.6219487597643,21,0,0,342,2,10437.018146932009,0,0,0,1626.530061557699,1,1,0,0,1,0,0,0.32105213997504634,0.05003353923939909,0.021674809925400763,0.25349306284442075
56,27136.23361903496,4,134.30582067825048,8,856.8553668214263,41,473.88483016481854,27,1,7,713,5,2491.1541386943245,3,0,0,6537.831287048206,0,0,1,0,0,0,1,0.09180176488998391,0.240926260395333,0.01746317623947664,0.05389145823404617
63,48964.07353571313,213,1674.8940055048,3,1377.9318900974004,0,282.91795433976426,59,1,2,851,1,14558.056571803429,6,0,0,11196.285228621771,1,1,0,0,0,1,0,0.2973211892018167,0.2286632712544942,0.00577807224583574,0.11504138315861569
63,39676.747630632286,53,1505.5967572181785,9,800.663464225681,35,490.1943832503659,11,5,5,742,4,19119.0395383772,3,0,0,8601.266580344094,0,0,0,1,1,0,0,0.4818701299906048,0.21678355948972788,0.012354701746569397,0.078744437436763
49,61027.53696657873,191,2508.137859631941,1,228.29690601048696,7,686.2964355910647,36,7,1,450,1,12614.917553604944,7,0,0,9866.986197347962,1,0,1,0,0,1,0,0.2067086135315179,0.1616808851838727,0.011245684648340137,0.1988074073070691
57,62226.69585599686,149,1471.3703098868446,2,1144.3671543665232,31,743.0988864007381,41,19,8,343,2,10855.351987304444,1,0,0,6158.888231192366,1,0,0,1,1,0,0,0.17444847164030003,0.09897501621241596,0.011941802086364911,0.13553082210373094
53,51179.05882614818,123,1701.192573582241,6,745.3132795628239,32,736.1255024081104,53,13,3,892,1,23152.18073530257,7,1,0,5014.036873053179,1,1,0,0,1,0,0,0.45237605509606904,0.09797047831781207,0.01438333410758254,0.07347554502472162
31,64898.83712448955,130,980.0631270424597,3,1166.7490797993933,7,548.4209580108577,41,19,6,556,4,19199.58571206201,5,0,0,9476.531140942758,1,1,0,0,0,1,0,0.29583867081059073,0.14602004536329036,0.008450397300014352,0.051043397411922375
38,53479.47916590787,232,2150.7499294955437,6,1135.0420766627071,13,565.6494528137039,66,7,8,789,5,16627.47951359683,5,0,0,500.0,1,0,0,1,0,0,1,0.3109132656661422,0.00934938050628474,0.010576943935054147,0.12934134643741246
56,34309.58691976144,4,504.8663841450257,4,1293.4106825193571,23,647.449907474485,55,16,2,402,3,0.0,4,0,0,10221.023628349412,1,1,0,0,0,0,1,0.0,0.2979057617992587,0.018870816165424905,504.8663841450257
63,46431.05509914221,53,1255.720462743034,7,899.737720306944,48,92.90894204608236,45,4,2,852,0,7812.931116271165,3,0,0,12652.275063512054,0,0,1,0,1,0,0,0.16826951486647357,0.27249596280972294,0.002001008631996364,0.16070278123238282
68,52443.19476656784,156,656.6197711976654,7,488.6482302657416,40,320.56865286077016,4,2,2,507,2,10718.236289279474,4,0,0,11219.548207129814,1,0,0,1,0,0,1,0.2043780196265288,0.2139371610953457,0.006112683529057814,0.06125620832282279
36,66720.65109155324,72,1259.270807356293,4,1124.677321048367,28,574.6703827429484,55,17,4,693,1,14778.734487101929,2,0,0,8038.314543974724,0,0,1,0,1,0,0,0.22150165271652902,0.12047715980685875,0.008613081157652268,0.08520253245788964
29,54049.11519990476,22,1060.8353766789442,6,841.2991516504225,24,253.52924100924017,22,9,9,407,4,17376.04851639578,5,0,0,13004.364846641078,1,0,0,1,0,0,1,0.32148627136871977,0.2406027332462973,0.004690719544095089,0.06104807589608865
68,39713.88911622347,25,2169.52597557176,10,718.1548747030537,5,787.86888332235,61,3,5,628,2,5751.151321401013,1,0,0,12918.800152648771,0,1,0,0,0,1,0,0.1448146089286334,0.32529677752893077,0.019838623233716456,0.3771677506987669
66,67391.08350705779,56,1324.8677190558146,5,633.3216417532633,0,766.873683980245,12,9,2,633,5,15476.897689966048,2,0,0,1282.3889322075056,0,0,0,1,0,0,1,0.22965794411578455,0.01902905941663933,0.011379453246213665,0.08559739478796884
31,56853.60522346279,145,2693.454986704228,7,1152.2174491867952,22,364.51365330037305,58,17,9,807,2,5013.237484179701,5,0,0,6250.764851817592,1,0,0,1,1,0,0,0.08817800497391849,0.10994491602157848,0.006411443071510665,0.537161431863226
35,77822.1270605599,136,1307.2637718937926,8,1361.179322202582,40,273.4015214985914,27,12,8,868,3,16265.451396542308,4,0,0,8446.882134850153,1,0,1,0,1,0,0,0.20900805478992887,0.10854087974589706,0.0035131591981010088,0.08036563968535093
43,51570.99444113989,222,633.789988757486,4,381.626604455128,32,607.5053277170615,5,16,0,896,5,5382.21316149896,4,0,0,8788.449767736358,1,1,0,0,0,0,1,0.10436512267844482,0.17041458794762973,0.011779980865221291,0.11773451463716636
38,31328.08315214505,165,1305.8359874303642,6,1017.6832848676256,13,180.72569504227613,60,13,6,725,0,19455.20632564913,2,0,0,10426.860996931777,0,0,1,0,0,1,0,0.6210148967992963,0.3328279277826752,0.005768807946677764,0.0671166806916968
27,71185.62854387276,205,1881.4561857431115,0,669.6644851020742,27,534.949672228628,60,18,8,877,1,13525.938947610071,3,0,0,10327.226776985086,0,1,0,0,1,0,0,0.19000940532924893,0.14507460267236752,0.007514854938717447,0.1390895747389712
50,39617.78065766146,138,2849.2399979567917,10,286.45466063276024,28,500.2848447304016,44,17,4,881,1,9695.54032117006,1,0,0,8739.993813924146,0,0,1,0,1,0,0,0.24472699278512194,0.22060786012842865,0.0126277857170592,0.293840885881345
40,55317.63428601372,59,984.13092196124,7,851.6970372670529,42,247.89429591220835,11,7,2,532,2,13821.69598657111,7,0,0,10890.984068316338,1,0,0,1,1,0,0,0.24986057637800554,0.19688087187542597,0.00448128881706145,0.07119674214909545
36,53342.90040864136,180,2826.959325784723,2,508.40177693365376,39,304.46519417616776,34,17,9,750,4,8072.731336765921,4,0,0,7203.060939485054,1,0,1,0,1,0,0,0.15133656540839624,0.13503317000584739,0.005707698528647037,0.3501428531454098
42,50821.32793978155,179,1348.0652446402926,0,247.7863702699309,22,345.63464623124923,61,15,3,566,2,12135.641453649889,0,0,0,14231.287200798037,1,1,0,0,1,0,0,0.23879032574728218,0.2800258823945089,0.0068009762877663,0.11107399438210189
56,46943.24050081042,117,1143.8363944983992,5,526.390834721413,43,275.50083370420384,4,10,7,815,3,6011.214204708938,1,0,0,16304.821711940054,0,1,0,0,0,1,0,0.12805281741479185,0.3473305536216353,0.0058688073248681595,0.19025210272822843
35,20261.4056260013,218,2120.5288994934376,7,440.2791287301512,37,288.1729142166814,65,16,2,890,0,13780.118988726232,2,0,0,13704.06046266714,0,0,0,1,0,0,1,0.68011663371678,0.6763627714496189,0.014222750362732557,0.1538720405235711
25,31962.129356652247,151,2638.686235843899,10,573.6596014278131,48,929.7476043013846,74,17,4,678,3,10484.90808134806,4,0,1,11275.55313887222,1,1,0,0,0,1,0,0.32804160086930645,0.3527785340285987,0.029089038277979345,0.2516411755065348
27,70198.38180014858,125,1945.699317835987,2,335.94057306620886,42,515.6819848777574,67,18,2,783,4,10761.723907400436,7,0,0,9625.26733899646,1,0,1,0,0,1,0,0.15330444422548867,0.13711523103764892,0.0073460665567174925,0.18078130913477455
44,57718.41291993668,38,368.0745935278656,0,661.7009619808251,9,727.337701376363,64,17,5,378,1,11748.254362474216,4,0,0,7813.7354168358515,1,0,0,1,1,0,0,0.20354430706143373,0.1353768238165968,0.012601484770298167,0.03132748531714949
37,84367.34691127634,73,1766.4285474095843,2,550.3628051706096,26,799.8584398337655,79,13,0,541,4,6663.21775914249,5,0,0,11027.75800371456,1,1,0,0,0,1,0,0.07897863335858793,0.13071121005276765,0.009480663658594417,0.26506164883136674
44,31321.313203379443,71,3239.73119049131,4,931.46485700098,7,48.96390947020154,65,16,6,705,3,24467.3342899055,2,0,0,9162.771125932752,0,1,0,0,1,0,0,0.7811720450873552,0.29254109067636813,0.001563277668221093,0.13240505676056064
31,49448.19010365612,60,10.0,10,1007.7386452394104,43,307.6721500636761,40,7,5,575,1,10774.788472597798,0,0,0,12908.068787363129,1,0,1,0,0,1,0,0.2179005631957625,0.2610422901284051,0.006222111454811919,0.000928006338044721
34,70937.48334130479,65,1798.7351238356207,7,891.0520018724546,3,273.2829601142181,26,14,5,477,0,18592.645472544496,5,0,0,6042.135817226878,1,0,1,0,1,0,0,0.2620990285641914,0.08517550288831183,0.0038524479195203355,0.09673923956932734
45,39815.17681363379,223,1272.3481517059092,8,717.5944397442718,20,0.0,75,16,2,842,2,5012.897034235329,0,0,1,13055.759006732533,1,0,0,1,1,0,0,0.12590417613111735,0.32790910531036216,0.0,0.2537643160635738
60,41263.39320600344,18,751.3289018732797,11,708.1503415076899,20,606.488138361758,4,10,0,630,0,0.0,4,0,0,9771.042729647635,1,1,0,0,0,1,0,0.0,0.23679687903674482,0.014697970555497594,751.3289018732797
64,44719.88243650273,136,2326.708924110977,8,507.0237544060221,29,575.9222448206233,4,5,0,783,2,13543.15511293948,3,0,0,10622.258609108156,0,0,1,0,0,1,0,0.30284415734252557,0.23752876864536895,0.01287843825704079,0.17178693722195662
45,41983.73969006208,80,109.76518007431946,3,515.4518692065221,12,830.5862450442944,12,18,6,852,0,18395.92472707991,0,0,0,6900.466568213236,0,0,0,1,0,0,1,0.4381678445723211,0.1643604552418335,0.01978352217253532,0.005966496123819395
66,59572.3531726512,124,1219.8331619016435,7,1046.2613538275575,2,618.5301653938214,79,15,3,815,5,19290.96034114554,0,0,0,7785.040068795925,0,1,0,0,0,0,1,0.32382404443948903,0.1306820975534323,0.010382839227472043,0.0632301300817007
51,17956.216943313302,182,2300.9020424852847,10,184.1040904723376,19,0.0,8,11,5,569,1,17602.33076847849,6,0,0,11622.188682293134,1,1,0,0,0,0,1,0.9802917186870703,0.6472515184564591,0.0,0.13070833427759074
29,79569.0663331634,4,2209.442864893192,4,771.7462715904702,35,324.4945675841651,47,14,3,473,1,10732.806727282172,3,0,0,14383.844291807456,1,0,0,1,0,1,0,0.1348866742050594,0.18077181189459865,0.004078149745096604,0.20583963555794607
35,32726.06012200201,219,1977.1670983979343,2,686.7648284535796,39,342.59651285521886,31,10,7,776,1,15455.448707375936,6,0,0,500.0,1,0,0,1,0,1,0,0.47226731998164073,0.015278343868342578,0.010468614662994164,0.127918588275353
26,11890.909616087903,225,1638.2222020154811,4,1009.6962354812124,4,627.8406347914432,35,6,8,391,5,8180.853035927694,5,0,0,7918.641578194515,1,0,1,0,1,0,0,0.6879921974059362,0.665940776093439,0.05280005105261259,0.2002263050707232
36,49815.69083928996,116,1400.803378678232,1,301.24580580217724,21,0.0,14,9,1,809,5,8328.289689109322,0,0,0,1564.661074310122,0,1,0,0,0,0,1,0.16718205747617068,0.031409000817791806,0.0,0.16817801168685542
42,43206.78264703731,116,1123.8390571350053,10,804.3682469200788,1,635.9907950911315,8,18,0,898,2,13314.169700066544,3,0,0,6783.6312477085685,0,1,0,0,1,0,0,0.3081499913759373,0.15700385060200084,0.014719698068857284,0.08440290904661836
45,46796.36452101297,207,722.945036923119,10,920.0445194756874,24,697.0255358025762,15,4,0,844,5,13422.334623643965,6,0,0,11580.07781456789,1,1,0,0,1,0,0,0.28682430272157006,0.2474567828739792,0.01489486508058956,0.053857335542370974
40,55626.37835604016,126,2150.6076534967697,10,133.34407348160175,39,437.4536520702292,5,16,6,713,1,8819.29090008845,2,0,0,11304.306142785505,0,0,0,1,1,0,0,0.15854512123079487,0.20321844558046862,0.007864140449163873,0.24382502548472673
41,61607.14321197606,148,1668.7691570215927,5,423.985209498392,23,300.2476787192004,71,18,1,436,4,13094.628176196342,5,0,1,14334.959044623449,1,0,1,0,1,0,0,0.21255048511405128,0.23268339184792486,0.004873585481575034,0.12742948521208633
26,80359.72436602216,211,2174.340879581421,0,767.8735536155231,4,794.5398006392697,32,3,2,388,2,18848.561781704884,1,0,0,9015.431103935509,1,1,0,0,0,0,1,0.2345523448519252,0.11218842741261853,0.009887288774415191,0.11535233045533215
33,37577.46492411989,239,874.9741646166189,5,979.9514176720064,15,154.108348866144,41,0,3,893,1,6679.327140630931,1,0,0,500.0,0,0,0,1,1,0,0,0.17774821037338429,0.013305847028522257,0.0041010842316621075,0.13097774198734538
34,63937.23904695848,222,857.5415304341466,4,863.8747588894449,14,786.427266193647,58,13,8,342,1,16038.534226064934,2,1,0,8804.459892778814,1,1,0,0,0,1,0,0.25084808892491417,0.13770472457079996,0.01229998789306586,0.053464241439168766
26,62760.85611923691,206,1897.2957639325543,8,996.1589885324324,12,727.1464655310444,35,16,9,643,5,3815.0697551756048,0,0,0,13164.807056070831,0,0,1,0,0,1,0,0.06078740780602964,0.20976143204706332,0.011585987038633876,0.49718581830411174
28,10000.0,165,10.0,6,422.2196205757709,10,640.1720007659609,33,13,1,595,0,1915.007346956001,1,0,0,12572.877357186044,0,1,0,0,0,1,0,0.19150073469560008,1.2572877357186043,0.06401720007659609,0.005219186667466176
67,35002.500754354274,88,10.0,5,243.9373775951907,15,954.206400304753,1,5,9,640,4,13816.24413458005,2,0,0,11268.62963379057,0,0,1,0,0,0,1,0.39472162950703815,0.32193784418071225,0.027261092200278024,0.0007237333221154619
27,26834.349842946296,169,2310.517643221076,10,829.5770320148763,17,504.2329598567951,12,4,1,617,4,11612.446423531224,1,1,0,6773.877431514898,1,0,1,0,1,0,0,0.43274558509878275,0.25243307444228935,0.018790578598249074,0.1989519354512622
69,58062.07145404263,131,934.2496903858216,11,369.7263666250598,24,655.25103698414,42,2,0,334,5,12691.969906119451,0,0,0,13928.324848072272,1,1,0,0,0,0,1,0.21859312952975538,0.23988680560763045,0.011285354114566602,0.07360371113268041
42,56080.86648677579,167,1654.4304597399905,6,497.1371858832689,46,487.9825702610063,73,14,7,470,2,12594.66303239832,5,0,0,8612.180356439398,1,1,0,0,1,0,0,0.22458039294682117,0.1535671771132531,0.008701409247592056,0.13134921563751717
48,56442.69859972788,23,1803.718954225084,9,1126.2974241892307,37,419.6982920358007,56,6,7,822,4,17735.565551528056,3,0,0,1941.4277156323296,0,0,1,0,0,0,1,0.31422249452143597,0.034396436807535805,0.007435829654640647,0.10169493913491547
37,44499.33918474052,3,2328.1046908670896,4,866.1848448683979,39,632.1678034797117,6,10,4,685,1,15191.47873210666,6,0,0,5544.066571127797,1,0,0,1,0,0,1,0.34138661405821596,0.1245876157421443,0.014206229015115156,0.1532406088512104
50,46314.38193655722,134,1148.0277166915346,0,601.1492831606049,3,424.1664212183124,58,9,2,634,2,14810.183522909363,2,0,0,9796.834716682954,0,0,1,0,1,0,0,0.31977504402837076,0.2115289961140568,0.009158416964288714,0.0775108697367641
49,49485.546471000685,226,1191.7545425757323,8,555.6889733756627,47,515.6412921985883,58,13,0,378,5,20300.273537005225,5,0,0,3075.4357945892207,1,1,0,0,0,0,1,0.41022631828268297,0.06214816272447299,0.010420038354042675,0.058703437516045405
58,42779.96111726728,60,1007.6763990280858,4,1017.3225449112076,20,516.998059451571,50,2,1,432,3,17418.648601048277,1,0,0,5492.886148069944,1,1,0,0,1,0,0,0.4071684065654184,0.12839857738563604,0.012085052112001452,0.057847114032337374
54,63989.28089788681,3,1996.881110193767,3,874.1898274774942,10,398.7915845646873,2,13,8,671,0,13077.140067795774,0,0,0,3872.558237080937,0,0,0,1,0,1,0,0.20436454175292404,0.06051885851414256,0.00623216230857592,0.1526884633321049
37,30746.0547317756,143,2032.3955803367176,5,374.90517518705815,33,683.6594830709125,26,16,7,467,0,18333.90145160467,5,1,0,9663.57937909431,1,0,1,0,0,1,0,0.5963009436998383,0.3143030695612189,0.022235681586956924,0.11084845946411358
61,35927.35045954118,176,2522.5895384575274,4,118.26169341466846,29,57.18209645323179,77,3,9,535,3,10345.237810556606,1,1,0,5030.444412125044,1,0,1,0,0,1,0,0.28794880997992534,0.14001712755829218,0.0015916034920979267,0.2438170844945828
58,52183.74618061804,177,502.7987415175567,0,1458.6306414240526,3,326.218331505274,53,5,3,832,5,10503.89902355962,0,0,0,10856.929946293943,0,0,1,0,0,0,1,0.20128679507223557,0.2080519460737067,0.0062513398401136105,0.04786326269199889
36,43377.27407339074,211,3287.0099800781,1,372.1322711388548,13,256.58940187392085,63,19,2,792,2,19887.90812483136,7,0,0,8155.195144377351,1,1,0,0,0,1,0,0.4584868124996207,0.18800616955734561,0.0059152956785572305,0.16526849837343552
33,30041.931570610806,206,1250.0428586831883,3,984.693776155043,10,576.793756927229,33,4,4,626,3,10636.529785100098,0,0,0,500.0,0,0,1,0,1,0,0,0.35405612186087,0.016643403864521688,0.01919962288614925,0.11751251314324057
50,59574.65578463936,9,1461.3141533398348,7,1328.742526318361,3,440.57225241944775,22,9,7,454,4,14429.131354035198,0,0,0,7780.885895503046,1,0,0,1,0,1,0,0.24220251319950695,0.13060731603101025,0.00739529665118173,0.10126825026656443
43,39698.82729330256,53,1630.741928988414,4,851.6591490916045,25,145.29571331053506,47,6,9,365,1,14110.485013660822,0,0,0,3743.168284470631,1,1,0,0,0,1,0,0.35543833346536535,0.09428913999941069,0.0036599497571316764,0.11556132663640653
54,34795.022526177665,5,771.3697734721845,6,589.8471632364783,2,617.519168686242,54,14,5,837,3,12930.417381614969,2,0,1,10513.64538476498,1,1,0,0,0,0,1,0.37161687054195486,0.3021594648158411,0.017747342115432115,0.05965082950372222
63,46861.16526672979,180,1170.7045331771403,1,300.8828354065008,36,556.870793799145,16,17,9,664,3,22803.437439546666,5,1,0,5951.166913897097,1,0,1,0,1,0,0,0.4866169526462142,0.1269957091340678,0.011883417551174485,0.05133669867018711
64,33921.50904466884,156,2668.481174199569,7,295.9963122879894,37,509.11746188311065,78,0,3,499,4,11261.439888409404,3,0,0,12301.881776818722,1,0,0,1,0,0,1,0.33198522723679563,0.3626572674175327,0.01500869142386,0.2369363300172463
53,49384.73608105119,33,2680.9522228317164,4,931.8431970367352,40,695.1633159244457,61,3,7,811,2,22639.19700935648,2,0,0,13630.81828290211,0,1,0,0,0,0,1,0.45842498727138264,0.2760127797490088,0.014076481339973754,0.11841558718432367
22,43525.42095248007,102,1664.08805502144,3,1307.841713032495,3,630.5012629757183,60,10,3,811,1,5546.906076519329,1,0,0,4805.89087520025,0,1,0,0,1,0,0,0.12744060723904999,0.11041572419132253,0.014485816545326083,0.2999488513449138
56,40773.55813255832,64,2335.029640994824,8,661.5893161534148,25,441.7368279680337,60,9,4,797,1,11715.876177179953,2,0,0,12355.107566924871,0,0,1,0,0,0,1,0.2873400486435508,0.3030176450815836,0.010833904329171116,0.19928772871583122
62,40885.99587443794,156,1828.6766608843332,5,605.4978382477226,38,604.0558252923769,43,12,1,339,0,10561.60678105209,2,0,0,4164.761157769145,1,0,1,0,1,0,0,0.25831844266401355,0.10186277889767552,0.014774149739374076,0.17312740110374414
59,67921.0729524544,197,1454.2795370663448,3,1044.1183817839153,44,842.3875070679743,70,18,9,571,1,16648.91852904224,1,0,0,7570.016142370047,1,0,0,1,0,1,0,0.24512154778085868,0.11145312954153644,0.012402446993993397,0.08734454373032899
45,56645.91340299821,110,896.9927650031142,7,559.9184611333386,41,461.65304980261743,2,9,3,523,1,3857.131311585984,3,0,0,7105.553657070979,1,0,1,0,1,0,0,0.0680919607411932,0.12543806305178035,0.008149803261503814,0.23249409949045574
42,19234.46252869964,57,810.8358738613833,2,896.0690176699474,43,811.6152146886674,72,17,9,459,1,14290.509717169236,2,0,1,5738.007806413512,1,0,0,1,1,0,0,0.7429638179827713,0.298319113302587,0.04219588738066689,0.05673549470335371
63,65893.75169831222,158,893.8488115227774,9,814.6305075299294,41,973.8022817202608,66,8,9,334,1,17548.775446905656,0,0,0,9636.095252019391,1,1,0,0,1,0,0,0.26631926388485094,0.14623685863474983,0.014778370583279498,0.05093220789217444
58,59298.02680639703,46,2791.885735894556,1,656.6861794976805,10,582.5059405230809,7,8,2,698,4,10036.831133204789,2,0,0,13406.662126295743,0,0,0,1,0,0,1,0.16926079456191995,0.22608951508736277,0.009823361280214481,0.27813635225034794
34,58235.26823321065,83,2198.590053886092,6,794.5616444422178,10,248.63520031013857,25,19,7,725,5,8271.889990971933,6,0,0,10091.237412288498,1,0,0,1,1,0,0,0.14204261853566263,0.17328395177775838,0.004269495236365132,0.26575840562190195
68,65982.39595253153,168,2652.783176739156,11,1417.1032401274929,37,425.6738610479871,14,11,7,420,0,8316.20894337182,1,0,0,7661.9477783955745,1,0,0,1,1,0,0,0.1260367833467974,0.11612109059979672,0.006451324704156266,0.3189511282932505
23,50270.54066439434,32,1819.743369884476,3,1011.5865304353348,37,540.7065202862266,4,13,6,733,5,14965.87804687904,6,0,0,1923.5543912754736,1,1,0,0,1,0,0,0.29770672543172155,0.03826404820503333,0.01075593206558048,0.12158469950678438
48,61161.50626901522,68,795.6028943527348,3,1182.3752814895925,19,505.038806553443,12,1,5,715,3,2485.9351686021328,3,1,0,500.0,1,0,1,0,0,1,0,0.04064542095591786,0.008175076620918719,0.008257461880223487,0.31991300151178875
41,41639.505082585776,138,1982.657020680315,9,478.4569736779787,25,532.2174156326284,78,9,8,585,0,4149.299145803546,6,0,0,6588.958978029641,1,1,0,0,1,0,0,0.09964813792993041,0.15823816745567507,0.012781549986654601,0.47771424445031174
44,65256.4457277652,16,2515.793057236473,8,1183.577651662651,37,803.7463788065833,11,17,3,707,2,12500.240347141573,2,0,0,614.7836774429288,0,0,1,0,0,0,1,0.1915556418639422,0.009421041409574529,0.012316735455676322,0.2012434756373365
32,53926.04399073002,103,2011.8011632867635,1,1023.6571664141449,11,287.47796616859034,62,5,3,704,5,15505.518653862766,2,0,0,2924.3761379962853,0,0,0,1,1,0,0,0.2875330268344585,0.0542293838298057,0.0053309670966779675,0.12973906059730642
37,25214.69022015392,229,446.5675528653821,0,275.1413662042213,28,592.0289427936941,7,1,5,469,5,13651.251253092618,6,0,0,9028.229427827153,1,0,0,1,1,0,0,0.541400712596551,0.35805434645439166,0.023479524738340415,0.03271017684824853
52,68654.92942274979,108,320.6057521355956,6,988.9267566798848,13,730.3188542179257,73,16,0,807,3,15607.51511591312,1,0,0,3014.6351289343047,0,0,0,1,0,1,0,0.22733276761247892,0.043909958895615185,0.010637529749989433,0.020540438969029996
35,47679.71632213308,105,2009.11613333734,11,620.354052121863,49,437.30610335777135,33,17,1,635,0,5718.095713730544,4,0,0,4949.333182518627,1,0,0,1,1,0,0,0.11992721758447597,0.10380374642080516,0.009171742977731863,0.3512996169156262
64,45173.79123767874,64,1249.9841601266853,7,258.9687132860344,24,243.5083027355049,71,17,1,787,0,1510.1682747084617,4,0,0,9116.568670688226,1,0,0,1,0,0,1,0.03343018669304989,0.20181101521282635,0.00539047744419553,0.8271641094158328
61,42031.98570842173,77,1749.9111531613314,2,845.4215063146669,41,448.66240711167785,21,13,9,530,0,17297.289349186798,5,0,0,9167.54241867399,1,0,1,0,1,0,0,0.4115268183896682,0.21810871564026862,0.010674309089845872,0.10116093665895326
